,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,raw_track_uri,uri,track_href,analysis_url,duration_ms,time_signature
74,0.38,0.923,7,-4.04,1,0.067,0.00093,6.98e-05,0.256,0.516,143.057,audio_features,0yh8lUyxqhugZ4pngSJjFO,spotify:track:0yh8lUyxqhugZ4pngSJjFO,https://api.spotify.com/v1/tracks/0yh8lUyxqhugZ4pngSJjFO,https://api.spotify.com/v1/audio-analysis/0yh8lUyxqhugZ4pngSJjFO,221853,4
75,0.265,0.947,2,-6.674,1,0.103,1.79e-05,0.000323,0.208,0.226,170.175,audio_features,6BAwTzs5CWWuaaOpp6mTeL,spotify:track:6BAwTzs5CWWuaaOpp6mTeL,https://api.spotify.com/v1/tracks/6BAwTzs5CWWuaaOpp6mTeL,https://api.spotify.com/v1/audio-analysis/6BAwTzs5CWWuaaOpp6mTeL,261147,4
76,0.598,0.93,9,-4.014,0,0.0466,0.00176,0.0,0.0353,0.97,175.795,audio_features,7bBEDtVmP86Zli3NmBV17y,spotify:track:7bBEDtVmP86Zli3NmBV17y,https://api.spotify.com/v1/tracks/7bBEDtVmP86Zli3NmBV17y,https://api.spotify.com/v1/audio-analysis/7bBEDtVmP86Zli3NmBV17y,213333,4
77,0.613,0.639,1,-9.681,0,0.0288,0.0184,0.431,0.0948,0.244,117.97,audio_features,6Y1iE1DeplhVDUgW8QiCaS,spotify:track:6Y1iE1DeplhVDUgW8QiCaS,https://api.spotify.com/v1/tracks/6Y1iE1DeplhVDUgW8QiCaS,https://api.spotify.com/v1/audio-analysis/6Y1iE1DeplhVDUgW8QiCaS,277533,4
78,0.326,0.84,2,-4.319,1,0.0592,0.000505,0.0,0.292,0.445,120.361,audio_features,3F2UF9hqzcMIi41dmTvh4e,spotify:track:3F2UF9hqzcMIi41dmTvh4e,https://api.spotify.com/v1/tracks/3F2UF9hqzcMIi41dmTvh4e,https://api.spotify.com/v1/audio-analysis/3F2UF9hqzcMIi41dmTvh4e,128187,4
79,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871,audio_features,0iTpQYzJnYgh7kIxyq8A2O,spotify:track:0iTpQYzJnYgh7kIxyq8A2O,https://api.spotify.com/v1/tracks/0iTpQYzJnYgh7kIxyq8A2O,https://api.spotify.com/v1/audio-analysis/0iTpQYzJnYgh7kIxyq8A2O,243160,4
80,0.472,0.875,4,-5.024,0,0.0446,0.00345,0.00576,0.128,0.461,136.064,audio_features,202QyrB6Q3Kimsr7KqJut3,spotify:track:202QyrB6Q3Kimsr7KqJut3,https://api.spotify.com/v1/tracks/202QyrB6Q3Kimsr7KqJut3,https://api.spotify.com/v1/audio-analysis/202QyrB6Q3Kimsr7KqJut3,318423,4
81,0.637,0.704,7,-5.818,1,0.0658,0.22,0.0872,0.0849,0.645,162.959,audio_features,2qpQvKdVtxgTRu4q6xXrL7,spotify:track:2qpQvKdVtxgTRu4q6xXrL7,https://api.spotify.com/v1/tracks/2qpQvKdVtxgTRu4q6xXrL7,https://api.spotify.com/v1/audio-analysis/2qpQvKdVtxgTRu4q6xXrL7,176467,4
82,0.326,0.886,9,-6.936,1,0.0395,0.000124,0.000147,0.221,0.583,157.057,audio_features,08mEHKuCfCJeRyrJ6x7smE,spotify:track:08mEHKuCfCJeRyrJ6x7smE,https://api.spotify.com/v1/tracks/08mEHKuCfCJeRyrJ6x7smE,https://api.spotify.com/v1/audio-analysis/08mEHKuCfCJeRyrJ6x7smE,135393,4
83,0.738,0.74,0,-6.71,1,0.0303,0.00115,0.0135,0.0968,0.536,130.006,audio_features,3QYB3Ivwqh84aiuxyEjUFo,spotify:track:3QYB3Ivwqh84aiuxyEjUFo,https://api.spotify.com/v1/tracks/3QYB3Ivwqh84aiuxyEjUFo,https://api.spotify.com/v1/audio-analysis/3QYB3Ivwqh84aiuxyEjUFo,173827,4
84,0.65,0.807,10,-4.157,0,0.0698,0.0197,0.00611,0.094,0.77,88.475,audio_features,13QI6bq0U8HMK7gUpAwFBK,spotify:track:13QI6bq0U8HMK7gUpAwFBK,https://api.spotify.com/v1/tracks/13QI6bq0U8HMK7gUpAwFBK,https://api.spotify.com/v1/audio-analysis/13QI6bq0U8HMK7gUpAwFBK,181147,4
85,0.705,0.474,10,-13.081,1,0.0391,0.443,0.0553,0.338,0.756,98.612,audio_features,2vupkXhwL4sNCRgNu72HCZ,spotify:track:2vupkXhwL4sNCRgNu72HCZ,https://api.spotify.com/v1/tracks/2vupkXhwL4sNCRgNu72HCZ,https://api.spotify.com/v1/audio-analysis/2vupkXhwL4sNCRgNu72HCZ,233128,4
86,0.513,0.874,1,-5.828,1,0.0289,0.337,0.00343,0.126,0.586,98.003,audio_features,4khStWYsg8yzAku9hgTFW9,spotify:track:4khStWYsg8yzAku9hgTFW9,https://api.spotify.com/v1/tracks/4khStWYsg8yzAku9hgTFW9,https://api.spotify.com/v1/audio-analysis/4khStWYsg8yzAku9hgTFW9,232947,4
87,0.703,0.387,0,-9.793,1,0.039,0.598,6.85e-05,0.103,0.298,120.044,audio_features,6a5xI87SEuxoeX6riFYEjM,spotify:track:6a5xI87SEuxoeX6riFYEjM,https://api.spotify.com/v1/tracks/6a5xI87SEuxoeX6riFYEjM,https://api.spotify.com/v1/audio-analysis/6a5xI87SEuxoeX6riFYEjM,214267,4
88,0.657,0.467,10,-8.849,1,0.0437,0.316,0.00215,0.0891,0.21,135.143,audio_features,1PW0MH1EwqC09G0OnnjnT4,spotify:track:1PW0MH1EwqC09G0OnnjnT4,https://api.spotify.com/v1/tracks/1PW0MH1EwqC09G0OnnjnT4,https://api.spotify.com/v1/audio-analysis/1PW0MH1EwqC09G0OnnjnT4,217000,4
89,0.414,0.473,11,-8.911,0,0.116,0.663,0.0523,0.128,0.409,100.0,audio_features,6FBzhcfgGacfXF3AmtfEaX,spotify:track:6FBzhcfgGacfXF3AmtfEaX,https://api.spotify.com/v1/tracks/6FBzhcfgGacfXF3AmtfEaX,https://api.spotify.com/v1/audio-analysis/6FBzhcfgGacfXF3AmtfEaX,129698,4
90,0.534,0.36,11,-12.942,0,0.0778,0.296,0.00158,0.382,0.387,153.985,audio_features,2anAr4t1wpiy2qBK9CGnyn,spotify:track:2anAr4t1wpiy2qBK9CGnyn,https://api.spotify.com/v1/tracks/2anAr4t1wpiy2qBK9CGnyn,https://api.spotify.com/v1/audio-analysis/2anAr4t1wpiy2qBK9CGnyn,302393,4
91,0.689,0.268,11,-15.722,1,0.505,0.923,1.69e-06,0.31,0.569,121.202,audio_features,0hkxAENNrJ18AzHqync5n3,spotify:track:0hkxAENNrJ18AzHqync5n3,https://api.spotify.com/v1/tracks/0hkxAENNrJ18AzHqync5n3,https://api.spotify.com/v1/audio-analysis/0hkxAENNrJ18AzHqync5n3,91063,3
92,0.721,0.674,0,-7.074,0,0.376,0.697,0.0,0.114,0.423,129.916,audio_features,3tvb5DvwShgHDcpumThLU4,spotify:track:3tvb5DvwShgHDcpumThLU4,https://api.spotify.com/v1/tracks/3tvb5DvwShgHDcpumThLU4,https://api.spotify.com/v1/audio-analysis/3tvb5DvwShgHDcpumThLU4,224550,4
93,0.812,0.573,10,-8.664,0,0.159,0.0138,0.0411,0.104,0.27,150.027,audio_features,0KVMFZQKf7FEkgvYQvi8KA,spotify:track:0KVMFZQKf7FEkgvYQvi8KA,https://api.spotify.com/v1/tracks/0KVMFZQKf7FEkgvYQvi8KA,https://api.spotify.com/v1/audio-analysis/0KVMFZQKf7FEkgvYQvi8KA,196840,4
94,0.612,0.85,2,-5.011,1,0.0495,0.212,0.000497,0.317,0.525,80.034,audio_features,4hOwgpdVS1x1e2NxWCmDvL,spotify:track:4hOwgpdVS1x1e2NxWCmDvL,https://api.spotify.com/v1/tracks/4hOwgpdVS1x1e2NxWCmDvL,https://api.spotify.com/v1/audio-analysis/4hOwgpdVS1x1e2NxWCmDvL,195707,4
95,0.801,0.679,4,-8.733,0,0.0526,0.17,7.22e-06,0.181,0.487,130.017,audio_features,6lt8N5nSY1EaiyeDRAIwcW,spotify:track:6lt8N5nSY1EaiyeDRAIwcW,https://api.spotify.com/v1/tracks/6lt8N5nSY1EaiyeDRAIwcW,https://api.spotify.com/v1/audio-analysis/6lt8N5nSY1EaiyeDRAIwcW,227115,4
96,0.743,0.672,3,-9.135,1,0.214,0.234,1.62e-05,0.869,0.506,115.977,audio_features,5XkTer2cNrqMAAYOiqwdJt,spotify:track:5XkTer2cNrqMAAYOiqwdJt,https://api.spotify.com/v1/tracks/5XkTer2cNrqMAAYOiqwdJt,https://api.spotify.com/v1/audio-analysis/5XkTer2cNrqMAAYOiqwdJt,202875,4
97,0.784,0.715,6,-5.675,1,0.0664,0.218,0.0,0.415,0.846,119.995,audio_features,5hs2nY40aeqM0mpP8SBOon,spotify:track:5hs2nY40aeqM0mpP8SBOon,https://api.spotify.com/v1/tracks/5hs2nY40aeqM0mpP8SBOon,https://api.spotify.com/v1/audio-analysis/5hs2nY40aeqM0mpP8SBOon,237500,4
98,0.823,0.46,9,-8.114,0,0.114,0.527,1.96e-06,0.0548,0.522,119.935,audio_features,0tOyrixMQ17NUznPIxYtVD,spotify:track:0tOyrixMQ17NUznPIxYtVD,https://api.spotify.com/v1/tracks/0tOyrixMQ17NUznPIxYtVD,https://api.spotify.com/v1/audio-analysis/0tOyrixMQ17NUznPIxYtVD,218375,4
99,0.509,0.331,4,-14.083,1,0.0267,0.272,0.136,0.114,0.0957,96.848,audio_features,3GhsBdS9ulPK3KCdwHRPhG,spotify:track:3GhsBdS9ulPK3KCdwHRPhG,https://api.spotify.com/v1/tracks/3GhsBdS9ulPK3KCdwHRPhG,https://api.spotify.com/v1/audio-analysis/3GhsBdS9ulPK3KCdwHRPhG,286293,4
