,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,raw_track_uri,uri,track_href,analysis_url,duration_ms,time_signature
74,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,audio_features,4DMKwE2E2iYDKY01C335Uw,spotify:track:4DMKwE2E2iYDKY01C335Uw,https://api.spotify.com/v1/tracks/4DMKwE2E2iYDKY01C335Uw,https://api.spotify.com/v1/audio-analysis/4DMKwE2E2iYDKY01C335Uw,323000,4
75,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,audio_features,1AhDOtG9vPSOmsWgNW0BEY,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,https://api.spotify.com/v1/tracks/1AhDOtG9vPSOmsWgNW0BEY,https://api.spotify.com/v1/audio-analysis/1AhDOtG9vPSOmsWgNW0BEY,354320,4
76,0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,0.886,97.782,audio_features,4CJVkjo5WpmUAKp3R44LNb,spotify:track:4CJVkjo5WpmUAKp3R44LNb,https://api.spotify.com/v1/tracks/4CJVkjo5WpmUAKp3R44LNb,https://api.spotify.com/v1/audio-analysis/4CJVkjo5WpmUAKp3R44LNb,281147,4
77,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,audio_features,1QEEqeFIZktqIpPI4jSVSF,spotify:track:1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/audio-analysis/1QEEqeFIZktqIpPI4jSVSF,285133,4
78,0.48,0.536,2,-11.166,1,0.0427,0.488,4.22e-05,0.155,0.581,80.617,audio_features,2nVHqZbOGkKWzlcy1aMbE7,spotify:track:2nVHqZbOGkKWzlcy1aMbE7,https://api.spotify.com/v1/tracks/2nVHqZbOGkKWzlcy1aMbE7,https://api.spotify.com/v1/audio-analysis/2nVHqZbOGkKWzlcy1aMbE7,508200,3
79,0.363,0.554,2,-10.784,0,0.0317,0.0885,0.973,0.261,0.408,72.429,audio_features,6MpMuAuLzFFfwB8QzWL1iZ,spotify:track:6MpMuAuLzFFfwB8QzWL1iZ,https://api.spotify.com/v1/tracks/6MpMuAuLzFFfwB8QzWL1iZ,https://api.spotify.com/v1/audio-analysis/6MpMuAuLzFFfwB8QzWL1iZ,241160,1
80,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,audio_features,7o2CTH4ctstm8TNelqjb51,spotify:track:7o2CTH4ctstm8TNelqjb51,https://api.spotify.com/v1/tracks/7o2CTH4ctstm8TNelqjb51,https://api.spotify.com/v1/audio-analysis/7o2CTH4ctstm8TNelqjb51,354520,4
81,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,audio_features,4BP3uh0hFLFRb5cjsgLqDh,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/tracks/4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/audio-analysis/4BP3uh0hFLFRb5cjsgLqDh,140773,4
82,0.482,0.601,7,-12.846,1,0.0486,0.00853,0.000187,0.249,0.774,125.619,audio_features,0XIvZ82aDF7JiSi3ZE320u,spotify:track:0XIvZ82aDF7JiSi3ZE320u,https://api.spotify.com/v1/tracks/0XIvZ82aDF7JiSi3ZE320u,https://api.spotify.com/v1/audio-analysis/0XIvZ82aDF7JiSi3ZE320u,252493,4
83,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,audio_features,3QZ7uX97s82HFYSmQUAN1D,spotify:track:3QZ7uX97s82HFYSmQUAN1D,https://api.spotify.com/v1/tracks/3QZ7uX97s82HFYSmQUAN1D,https://api.spotify.com/v1/audio-analysis/3QZ7uX97s82HFYSmQUAN1D,276880,4
84,0.528,0.921,2,-7.64,1,0.0524,0.0174,0.000186,0.0472,0.298,144.368,audio_features,6UGHk2cmbDC1oidVjXcCKo,spotify:track:6UGHk2cmbDC1oidVjXcCKo,https://api.spotify.com/v1/tracks/6UGHk2cmbDC1oidVjXcCKo,https://api.spotify.com/v1/audio-analysis/6UGHk2cmbDC1oidVjXcCKo,370427,4
85,0.51,0.919,7,-8.244,1,0.0593,0.00205,0.809,0.068,0.386,141.053,audio_features,3lpDrxUkr0tIe1kmJvdK7d,spotify:track:3lpDrxUkr0tIe1kmJvdK7d,https://api.spotify.com/v1/tracks/3lpDrxUkr0tIe1kmJvdK7d,https://api.spotify.com/v1/audio-analysis/3lpDrxUkr0tIe1kmJvdK7d,265840,4
86,0.581,0.854,1,-8.485,0,0.0428,0.00197,0.0013,0.111,0.788,131.18,audio_features,0K6yUnIKNsFtfIpTgGtcHm,spotify:track:0K6yUnIKNsFtfIpTgGtcHm,https://api.spotify.com/v1/tracks/0K6yUnIKNsFtfIpTgGtcHm,https://api.spotify.com/v1/audio-analysis/0K6yUnIKNsFtfIpTgGtcHm,259840,4
87,0.293,0.787,5,-8.841,1,0.0438,0.00774,0.496,0.392,0.139,165.307,audio_features,0hBby0yygBY1u3m6tSpZgC,spotify:track:0hBby0yygBY1u3m6tSpZgC,https://api.spotify.com/v1/tracks/0hBby0yygBY1u3m6tSpZgC,https://api.spotify.com/v1/audio-analysis/0hBby0yygBY1u3m6tSpZgC,658987,4
88,0.528,0.557,2,-10.342,0,0.0315,0.245,0.0156,0.0958,0.357,121.732,audio_features,6cbBAD1AAYVaQR1cx89AZX,spotify:track:6cbBAD1AAYVaQR1cx89AZX,https://api.spotify.com/v1/tracks/6cbBAD1AAYVaQR1cx89AZX,https://api.spotify.com/v1/audio-analysis/6cbBAD1AAYVaQR1cx89AZX,285533,4
89,0.603,0.851,0,-8.574,0,0.0584,0.0251,1.71e-05,0.318,0.627,143.218,audio_features,1k0GxoZYv3Yx5mNeXMOZN2,spotify:track:1k0GxoZYv3Yx5mNeXMOZN2,https://api.spotify.com/v1/tracks/1k0GxoZYv3Yx5mNeXMOZN2,https://api.spotify.com/v1/audio-analysis/1k0GxoZYv3Yx5mNeXMOZN2,286227,4
90,0.622,0.537,0,-4.435,1,0.0335,0.261,0.0,0.0781,0.25,60.018,audio_features,74tqql9zP6JjF5hjkHHUXp,spotify:track:74tqql9zP6JjF5hjkHHUXp,https://api.spotify.com/v1/tracks/74tqql9zP6JjF5hjkHHUXp,https://api.spotify.com/v1/audio-analysis/74tqql9zP6JjF5hjkHHUXp,212716,4
91,0.818,0.599,7,-2.976,0,0.04,0.285,0.0,0.0845,0.874,96.959,audio_features,4erhEGuOGQgjv3p1bccnpn,spotify:track:4erhEGuOGQgjv3p1bccnpn,https://api.spotify.com/v1/tracks/4erhEGuOGQgjv3p1bccnpn,https://api.spotify.com/v1/audio-analysis/4erhEGuOGQgjv3p1bccnpn,180007,4
92,0.761,0.796,9,-4.277,1,0.298,0.309,0.0,0.136,0.892,102.249,audio_features,4hRA2rCPaCOpoEIq5qXaBz,spotify:track:4hRA2rCPaCOpoEIq5qXaBz,https://api.spotify.com/v1/tracks/4hRA2rCPaCOpoEIq5qXaBz,https://api.spotify.com/v1/audio-analysis/4hRA2rCPaCOpoEIq5qXaBz,204376,4
93,0.739,0.706,9,-6.534,1,0.152,0.219,0.0,0.132,0.559,144.111,audio_features,1enx9LPZrXxaVVBxas5rRm,spotify:track:1enx9LPZrXxaVVBxas5rRm,https://api.spotify.com/v1/tracks/1enx9LPZrXxaVVBxas5rRm,https://api.spotify.com/v1/audio-analysis/1enx9LPZrXxaVVBxas5rRm,232867,4
94,0.539,0.846,8,-3.192,1,0.0354,0.0063,1.68e-06,0.13,0.46,106.992,audio_features,0WNGsQ1oAuHzNTk8jivBKW,spotify:track:0WNGsQ1oAuHzNTk8jivBKW,https://api.spotify.com/v1/tracks/0WNGsQ1oAuHzNTk8jivBKW,https://api.spotify.com/v1/audio-analysis/0WNGsQ1oAuHzNTk8jivBKW,274097,4
95,0.729,0.898,5,-1.029,1,0.0391,0.315,0.0,0.107,0.517,126.977,audio_features,24psBRmEw3kHjBGZfl1dmb,spotify:track:24psBRmEw3kHjBGZfl1dmb,https://api.spotify.com/v1/tracks/24psBRmEw3kHjBGZfl1dmb,https://api.spotify.com/v1/audio-analysis/24psBRmEw3kHjBGZfl1dmb,218475,4
96,0.609,0.246,8,-8.449,1,0.0376,0.784,0.0,0.0825,0.371,123.773,audio_features,06L1apH8kLF47dbhZ4Zg9A,spotify:track:06L1apH8kLF47dbhZ4Zg9A,https://api.spotify.com/v1/tracks/06L1apH8kLF47dbhZ4Zg9A,https://api.spotify.com/v1/audio-analysis/06L1apH8kLF47dbhZ4Zg9A,288993,4
97,0.763,0.658,5,-5.643,0,0.147,0.0258,0.0,0.0915,0.389,80.038,audio_features,2qWgqPdW1OiAP8KSBH1b93,spotify:track:2qWgqPdW1OiAP8KSBH1b93,https://api.spotify.com/v1/tracks/2qWgqPdW1OiAP8KSBH1b93,https://api.spotify.com/v1/audio-analysis/2qWgqPdW1OiAP8KSBH1b93,217861,4
98,0.604,0.875,7,-1.995,0,0.0539,0.244,0.0,0.114,0.219,129.925,audio_features,2PTf3zh9UUsgdxQ5b0eXg8,spotify:track:2PTf3zh9UUsgdxQ5b0eXg8,https://api.spotify.com/v1/tracks/2PTf3zh9UUsgdxQ5b0eXg8,https://api.spotify.com/v1/audio-analysis/2PTf3zh9UUsgdxQ5b0eXg8,234107,4
99,0.756,0.426,1,-8.75,0,0.0745,0.504,0.0394,0.0884,0.355,135.96,audio_features,7tIJDktakabGoHjwTTa35W,spotify:track:7tIJDktakabGoHjwTTa35W,https://api.spotify.com/v1/tracks/7tIJDktakabGoHjwTTa35W,https://api.spotify.com/v1/audio-analysis/7tIJDktakabGoHjwTTa35W,257647,4
