external_urls,followers,genres,href,raw_artist_uri,images,name,popularity,type,uri
{'spotify': 'https://open.spotify.com/artist/6BKWwLs98ZY3ifhCDNGvLk'},7873,[],https://api.spotify.com/v1/artists/6BKWwLs98ZY3ifhCDNGvLk,6BKWwLs98ZY3ifhCDNGvLk,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebaee33551a184c3df8d68c6e2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174aee33551a184c3df8d68c6e2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178aee33551a184c3df8d68c6e2', 'width': 160}]",Kaleptik,29,artist,spotify:artist:6BKWwLs98ZY3ifhCDNGvLk
{'spotify': 'https://open.spotify.com/artist/6Gp8BbKAqPO3R0UAYkm8J0'},5555,['british soundtrack'],https://api.spotify.com/v1/artists/6Gp8BbKAqPO3R0UAYkm8J0,6Gp8BbKAqPO3R0UAYkm8J0,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273fc03952239733911cedfc057', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021c3b06ed95e6b0de0c15a9ce', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511c3b06ed95e6b0de0c15a9ce', 'width': 64}]",Ben Foster,28,artist,spotify:artist:6Gp8BbKAqPO3R0UAYkm8J0
{'spotify': 'https://open.spotify.com/artist/3cR4rhS2hBWqI7rJEBacvN'},232551,"['broadway', 'show tunes', 'vocal jazz']",https://api.spotify.com/v1/artists/3cR4rhS2hBWqI7rJEBacvN,3cR4rhS2hBWqI7rJEBacvN,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb446b2d505542a9424dfdfb16', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174446b2d505542a9424dfdfb16', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178446b2d505542a9424dfdfb16', 'width': 160}]",Leslie Odom Jr.,68,artist,spotify:artist:3cR4rhS2hBWqI7rJEBacvN
{'spotify': 'https://open.spotify.com/artist/6sLwRSXSUF5JTUnQaFenyj'},42660,"['broadway', 'movie tunes', 'show tunes']",https://api.spotify.com/v1/artists/6sLwRSXSUF5JTUnQaFenyj,6sLwRSXSUF5JTUnQaFenyj,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb94de3b464a999a50d4611220', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517494de3b464a999a50d4611220', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17894de3b464a999a50d4611220', 'width': 160}]",Christopher Jackson,63,artist,spotify:artist:6sLwRSXSUF5JTUnQaFenyj
{'spotify': 'https://open.spotify.com/artist/4aXXDj9aZnlshx7mzj3W1N'},592165,"['broadway', 'show tunes']",https://api.spotify.com/v1/artists/4aXXDj9aZnlshx7mzj3W1N,4aXXDj9aZnlshx7mzj3W1N,"[{'height': 1000, 'url': 'https://i.scdn.co/image/84dc87cca456089fc5cfa2d7593d9d960ca4553f', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/d96d04e545d45bab308e6738010fe06d0ba61aac', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/f1eabec743f61a0a6197426e4114a0baec6f84a0', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/9a2842c6035165a615b50c8aed217b58699f174d', 'width': 64}]",Lin-Manuel Miranda,70,artist,spotify:artist:4aXXDj9aZnlshx7mzj3W1N
{'spotify': 'https://open.spotify.com/artist/36QJpDe2go2KgaRleHCDTp'},13881054,"['album rock', 'classic rock', 'hard rock', 'rock']",https://api.spotify.com/v1/artists/36QJpDe2go2KgaRleHCDTp,36QJpDe2go2KgaRleHCDTp,"[{'height': 600, 'url': 'https://i.scdn.co/image/207803ce008388d3427a685254f9de6a8f61dc2e', 'width': 600}, {'height': 200, 'url': 'https://i.scdn.co/image/b0248a44865493e6a03832aa89854ada16ff07a8', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/16eb3cdae0d824b520ac17710e943a99d3ef6602', 'width': 64}]",Led Zeppelin,73,artist,spotify:artist:36QJpDe2go2KgaRleHCDTp
{'spotify': 'https://open.spotify.com/artist/4e5V1Q2dKCzbLVMQ8qbTn6'},1058655,"['alternative rock', 'grunge', 'pop rock', 'post-grunge', 'rock']",https://api.spotify.com/v1/artists/4e5V1Q2dKCzbLVMQ8qbTn6,4e5V1Q2dKCzbLVMQ8qbTn6,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb8ddc28a083087d2411da04c7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051748ddc28a083087d2411da04c7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1788ddc28a083087d2411da04c7', 'width': 160}]",Collective Soul,57,artist,spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6
{'spotify': 'https://open.spotify.com/artist/2NPduAUeLVsfIauhRwuft1'},2083259,"['fantasy metal', 'finnish metal', 'finnish power metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']",https://api.spotify.com/v1/artists/2NPduAUeLVsfIauhRwuft1,2NPduAUeLVsfIauhRwuft1,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2ed29d6d48829666efc8f609', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742ed29d6d48829666efc8f609', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782ed29d6d48829666efc8f609', 'width': 160}]",Nightwish,62,artist,spotify:artist:2NPduAUeLVsfIauhRwuft1
{'spotify': 'https://open.spotify.com/artist/5GtMEZEeFFsuHY8ad4kOxv'},1767023,"['british soul', 'new wave pop']",https://api.spotify.com/v1/artists/5GtMEZEeFFsuHY8ad4kOxv,5GtMEZEeFFsuHY8ad4kOxv,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe29f9c69aad50e33fa61805a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e29f9c69aad50e33fa61805a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e29f9c69aad50e33fa61805a', 'width': 160}]",Seal,60,artist,spotify:artist:5GtMEZEeFFsuHY8ad4kOxv
{'spotify': 'https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe'},13486998,"['album rock', 'british invasion', 'classic rock', 'rock']",https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe,22bE4uQ6baNwSHPVcDxLCe,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe4cea917b68726aadb4854b8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e4cea917b68726aadb4854b8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e4cea917b68726aadb4854b8', 'width': 160}]",The Rolling Stones,78,artist,spotify:artist:22bE4uQ6baNwSHPVcDxLCe
{'spotify': 'https://open.spotify.com/artist/4MVyzYMgTwdP7Z49wAZHx0'},4912345,"['album rock', 'classic rock', 'hard rock', 'rock', 'southern rock']",https://api.spotify.com/v1/artists/4MVyzYMgTwdP7Z49wAZHx0,4MVyzYMgTwdP7Z49wAZHx0,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb451eb07ddc6e68d3e474c2bf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174451eb07ddc6e68d3e474c2bf', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178451eb07ddc6e68d3e474c2bf', 'width': 160}]",Lynyrd Skynyrd,69,artist,spotify:artist:4MVyzYMgTwdP7Z49wAZHx0
{'spotify': 'https://open.spotify.com/artist/0PFtn5NtBbbUNbU9EAmIWF'},2763690,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",https://api.spotify.com/v1/artists/0PFtn5NtBbbUNbU9EAmIWF,0PFtn5NtBbbUNbU9EAmIWF,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba59a5bcab211f964fe9bfb06', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a59a5bcab211f964fe9bfb06', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a59a5bcab211f964fe9bfb06', 'width': 160}]",TOTO,70,artist,spotify:artist:0PFtn5NtBbbUNbU9EAmIWF
{'spotify': 'https://open.spotify.com/artist/2hl0xAkS2AIRAu23TVMBG1'},1462975,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock']",https://api.spotify.com/v1/artists/2hl0xAkS2AIRAu23TVMBG1,2hl0xAkS2AIRAu23TVMBG1,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebce30906f8428166de2e7b592', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ce30906f8428166de2e7b592', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ce30906f8428166de2e7b592', 'width': 160}]",Kansas,63,artist,spotify:artist:2hl0xAkS2AIRAu23TVMBG1
{'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'},48818296,"['classic rock', 'glam rock', 'rock']",https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d,1dfeR4HaWDbWqFHLkxsg1d,"[{'height': 806, 'url': 'https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982', 'width': 999}, {'height': 516, 'url': 'https://i.scdn.co/image/af2b8e57f6d7b5d43a616bd1e27ba552cd8bfd42', 'width': 640}, {'height': 161, 'url': 'https://i.scdn.co/image/c06971e9ff81696699b829484e3be165f4e64368', 'width': 200}, {'height': 52, 'url': 'https://i.scdn.co/image/6dd0ffd270903d1884edf9058c49f58b03db893d', 'width': 64}]",Queen,81,artist,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d
{'spotify': 'https://open.spotify.com/artist/3qm84nBOXUEQ2vnTfUTTFC'},30250474,"['glam metal', 'hard rock', 'rock']",https://api.spotify.com/v1/artists/3qm84nBOXUEQ2vnTfUTTFC,3qm84nBOXUEQ2vnTfUTTFC,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb50defaf9fc059a1efc541f4c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517450defaf9fc059a1efc541f4c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17850defaf9fc059a1efc541f4c', 'width': 160}]",Guns N' Roses,77,artist,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC
{'spotify': 'https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd'},6191718,"['classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']",https://api.spotify.com/v1/artists/3IYUhFvPQItj6xySrBmZkd,3IYUhFvPQItj6xySrBmZkd,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd2e2b04b7ba5d60b72f54506', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d2e2b04b7ba5d60b72f54506', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d2e2b04b7ba5d60b72f54506', 'width': 160}]",Creedence Clearwater Revival,77,artist,spotify:artist:3IYUhFvPQItj6xySrBmZkd
{'spotify': 'https://open.spotify.com/artist/27T030eWyCQRmDyuvr1kxY'},6769982,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'rock']",https://api.spotify.com/v1/artists/27T030eWyCQRmDyuvr1kxY,27T030eWyCQRmDyuvr1kxY,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7440170c0628c2945da819c3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747440170c0628c2945da819c3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787440170c0628c2945da819c3', 'width': 160}]",Scorpions,69,artist,spotify:artist:27T030eWyCQRmDyuvr1kxY
{'spotify': 'https://open.spotify.com/artist/2Hkut4rAAyrQxRdof7FVJq'},2199041,"['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'progressive rock', 'rock']",https://api.spotify.com/v1/artists/2Hkut4rAAyrQxRdof7FVJq,2Hkut4rAAyrQxRdof7FVJq,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb896c4b043fb3063178afd716', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174896c4b043fb3063178afd716', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178896c4b043fb3063178afd716', 'width': 160}]",Rush,62,artist,spotify:artist:2Hkut4rAAyrQxRdof7FVJq
{'spotify': 'https://open.spotify.com/artist/7lXgbtBDcCRbfc5f8FhGUL'},387334,"['k-rap', 'korean r&b']",https://api.spotify.com/v1/artists/7lXgbtBDcCRbfc5f8FhGUL,7lXgbtBDcCRbfc5f8FhGUL,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9d323d36c0b99f60579b9da3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749d323d36c0b99f60579b9da3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789d323d36c0b99f60579b9da3', 'width': 160}]",Hoody,51,artist,spotify:artist:7lXgbtBDcCRbfc5f8FhGUL
{'spotify': 'https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm'},408354,"['k-pop', 'k-rap', 'korean r&b']",https://api.spotify.com/v1/artists/2e4G04F77jxVuDYo44TCSm,2e4G04F77jxVuDYo44TCSm,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb29971b8d9d19fef176338e4a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517429971b8d9d19fef176338e4a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17829971b8d9d19fef176338e4a', 'width': 160}]",Loco,57,artist,spotify:artist:2e4G04F77jxVuDYo44TCSm
{'spotify': 'https://open.spotify.com/artist/0hT0UrjmzkLJouAT52ck6j'},67957,['korean pop'],https://api.spotify.com/v1/artists/0hT0UrjmzkLJouAT52ck6j,0hT0UrjmzkLJouAT52ck6j,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdccd3c1862930391e73d51ea', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174dccd3c1862930391e73d51ea', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178dccd3c1862930391e73d51ea', 'width': 160}]",Park Kyung,32,artist,spotify:artist:0hT0UrjmzkLJouAT52ck6j
{'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'},70960278,"['k-pop', 'k-pop boy group', 'pop']",https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX,3Nrfpe0tUJi4K4DXYWgMUX,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd642648235ebf3460d2d1f6a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d642648235ebf3460d2d1f6a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d642648235ebf3460d2d1f6a', 'width': 160}]",BTS,84,artist,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX
{'spotify': 'https://open.spotify.com/artist/3g34PW5oNmDBxMVUTzx2XK'},452459,"['k-pop', 'k-pop girl group']",https://api.spotify.com/v1/artists/3g34PW5oNmDBxMVUTzx2XK,3g34PW5oNmDBxMVUTzx2XK,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb02b921a7ab0c2e7f35e250f8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517402b921a7ab0c2e7f35e250f8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17802b921a7ab0c2e7f35e250f8', 'width': 160}]",Lovelyz,38,artist,spotify:artist:3g34PW5oNmDBxMVUTzx2XK
{'spotify': 'https://open.spotify.com/artist/7cVZApDoQZpS447nHTsNqu'},1622114,['k-pop'],https://api.spotify.com/v1/artists/7cVZApDoQZpS447nHTsNqu,7cVZApDoQZpS447nHTsNqu,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb05cead99b1a81b82a9a42838', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517405cead99b1a81b82a9a42838', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17805cead99b1a81b82a9a42838', 'width': 160}]",LeeHi,64,artist,spotify:artist:7cVZApDoQZpS447nHTsNqu
{'spotify': 'https://open.spotify.com/artist/3uGFTJ7JMllvhgGpumieHF'},1138095,['k-pop'],https://api.spotify.com/v1/artists/3uGFTJ7JMllvhgGpumieHF,3uGFTJ7JMllvhgGpumieHF,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1722d31b67b9f5a48e94e465', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741722d31b67b9f5a48e94e465', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781722d31b67b9f5a48e94e465', 'width': 160}]",AILEE,56,artist,spotify:artist:3uGFTJ7JMllvhgGpumieHF
{'spotify': 'https://open.spotify.com/artist/1ukccHTdm6Xjmag0QLNJBx'},34759,['k-pop'],https://api.spotify.com/v1/artists/1ukccHTdm6Xjmag0QLNJBx,1ukccHTdm6Xjmag0QLNJBx,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27398d92cfb0f30e0fe7a15a4a0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0298d92cfb0f30e0fe7a15a4a0', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485198d92cfb0f30e0fe7a15a4a0', 'width': 64}]",Miso,11,artist,spotify:artist:1ukccHTdm6Xjmag0QLNJBx
{'spotify': 'https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby'},584562,"['k-pop', 'k-rap', 'korean r&b']",https://api.spotify.com/v1/artists/5HenzRvMtSrgtvU16XAoby,5HenzRvMtSrgtvU16XAoby,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5c9eb01fd34c0a998913ae60', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745c9eb01fd34c0a998913ae60', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785c9eb01fd34c0a998913ae60', 'width': 160}]",Zion.T,53,artist,spotify:artist:5HenzRvMtSrgtvU16XAoby
{'spotify': 'https://open.spotify.com/artist/2JhAlkmukNvarUpGhTFXUQ'},1894919,['k-pop'],https://api.spotify.com/v1/artists/2JhAlkmukNvarUpGhTFXUQ,2JhAlkmukNvarUpGhTFXUQ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb55ceeda87713cdf230a0a6ae', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517455ceeda87713cdf230a0a6ae', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17855ceeda87713cdf230a0a6ae', 'width': 160}]",KARD,55,artist,spotify:artist:2JhAlkmukNvarUpGhTFXUQ
{'spotify': 'https://open.spotify.com/artist/5kPedB70NoaucwCvU7awih'},300,[],https://api.spotify.com/v1/artists/5kPedB70NoaucwCvU7awih,5kPedB70NoaucwCvU7awih,[],Artist Page Redirect Cleanup 2023,0,artist,spotify:artist:5kPedB70NoaucwCvU7awih
{'spotify': 'https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI'},2033277,"['k-pop', 'k-rap', 'korean r&b']",https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI,4XDi67ZENZcbfKnvMnTYsI,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb897d3a31965b6c024704c71', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b897d3a31965b6c024704c71', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b897d3a31965b6c024704c71', 'width': 160}]",Jay Park,63,artist,spotify:artist:4XDi67ZENZcbfKnvMnTYsI
{'spotify': 'https://open.spotify.com/artist/4XpUIb8uuNlIWVKmgKZXC0'},1346622,"['k-pop', 'korean r&b']",https://api.spotify.com/v1/artists/4XpUIb8uuNlIWVKmgKZXC0,4XpUIb8uuNlIWVKmgKZXC0,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb511f570580c79107b2fa70b9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174511f570580c79107b2fa70b9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178511f570580c79107b2fa70b9', 'width': 160}]",ZICO,57,artist,spotify:artist:4XpUIb8uuNlIWVKmgKZXC0
{'spotify': 'https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF'},46812971,"['k-pop', 'k-pop girl group', 'pop']",https://api.spotify.com/v1/artists/41MozSoPIsD1dJM0CLPjZF,41MozSoPIsD1dJM0CLPjZF,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc9690bc711d04b3d4fd4b87c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c9690bc711d04b3d4fd4b87c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c9690bc711d04b3d4fd4b87c', 'width': 160}]",BLACKPINK,80,artist,spotify:artist:41MozSoPIsD1dJM0CLPjZF
{'spotify': 'https://open.spotify.com/artist/1sVSMPPNMMSZ7cQNfbvMOe'},367183,"['k-pop', 'korean pop', 'korean singer-songwriter']",https://api.spotify.com/v1/artists/1sVSMPPNMMSZ7cQNfbvMOe,1sVSMPPNMMSZ7cQNfbvMOe,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273cc4d1a1e9de2f3e58b44c536', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02cc4d1a1e9de2f3e58b44c536', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851cc4d1a1e9de2f3e58b44c536', 'width': 64}]",Eddy Kim,42,artist,spotify:artist:1sVSMPPNMMSZ7cQNfbvMOe
{'spotify': 'https://open.spotify.com/artist/6zhAP0FoDccL9kuETOC20q'},218974,['korean pop'],https://api.spotify.com/v1/artists/6zhAP0FoDccL9kuETOC20q,6zhAP0FoDccL9kuETOC20q,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdb07b8b238e125d2ff34c576', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174db07b8b238e125d2ff34c576', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178db07b8b238e125d2ff34c576', 'width': 160}]",Jung Yong Hwa,43,artist,spotify:artist:6zhAP0FoDccL9kuETOC20q
{'spotify': 'https://open.spotify.com/artist/6dCz3spfpIvqqqsIoP6wXi'},724205,"['k-pop', 'k-pop boy group']",https://api.spotify.com/v1/artists/6dCz3spfpIvqqqsIoP6wXi,6dCz3spfpIvqqqsIoP6wXi,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5fb1c4d1c614d4aa960f2c05', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745fb1c4d1c614d4aa960f2c05', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785fb1c4d1c614d4aa960f2c05', 'width': 160}]",CNBLUE,47,artist,spotify:artist:6dCz3spfpIvqqqsIoP6wXi
{'spotify': 'https://open.spotify.com/artist/2uWcrwgWmZcQc3IPBs3tfU'},1242040,"['k-pop', 'k-pop girl group']",https://api.spotify.com/v1/artists/2uWcrwgWmZcQc3IPBs3tfU,2uWcrwgWmZcQc3IPBs3tfU,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5d7e6f087811f89d7c8f0706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745d7e6f087811f89d7c8f0706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785d7e6f087811f89d7c8f0706', 'width': 160}]",Apink,50,artist,spotify:artist:2uWcrwgWmZcQc3IPBs3tfU
{'spotify': 'https://open.spotify.com/artist/4U80LJd8sG6U9YTFP5izka'},481882,['k-pop'],https://api.spotify.com/v1/artists/4U80LJd8sG6U9YTFP5izka,4U80LJd8sG6U9YTFP5izka,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273112b210accd05345a17a46f0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02112b210accd05345a17a46f0', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851112b210accd05345a17a46f0', 'width': 64}]",Suzy,51,artist,spotify:artist:4U80LJd8sG6U9YTFP5izka
{'spotify': 'https://open.spotify.com/artist/4ufh0WuMZh6y4Dmdnklvdl'},2684606,['k-pop'],https://api.spotify.com/v1/artists/4ufh0WuMZh6y4Dmdnklvdl,4ufh0WuMZh6y4Dmdnklvdl,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb611e60f2b061c920476b2df3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174611e60f2b061c920476b2df3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178611e60f2b061c920476b2df3', 'width': 160}]",BAEKHYUN,67,artist,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl
{'spotify': 'https://open.spotify.com/artist/3JsHnjpbhX4SnySpvpa9DK'},16064831,"['j-division', 'korean ost']",https://api.spotify.com/v1/artists/3JsHnjpbhX4SnySpvpa9DK,3JsHnjpbhX4SnySpvpa9DK,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb058178d5d95c2d3a33d3103d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174058178d5d95c2d3a33d3103d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178058178d5d95c2d3a33d3103d', 'width': 160}]",V,81,artist,spotify:artist:3JsHnjpbhX4SnySpvpa9DK
{'spotify': 'https://open.spotify.com/artist/4Kxlr1PRlDKEB0ekOCyHgX'},5135856,"['k-pop', 'k-pop boy group']",https://api.spotify.com/v1/artists/4Kxlr1PRlDKEB0ekOCyHgX,4Kxlr1PRlDKEB0ekOCyHgX,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb597a4257d0022e2ac837fa7d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174597a4257d0022e2ac837fa7d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178597a4257d0022e2ac837fa7d', 'width': 160}]",BIGBANG,62,artist,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX
